,CUSTOMER_CODE_FROM,CUSTOMER_CODE_TO,DISTANCE_KM,TIME_DISTANCE_MIN, 
3406,144810,144810,0.0,0.0, 
3407,144810,136088,115.562,122.331, 
3408,144810,136174,140.452,147.246, 
3409,144810,921615,202.814,208.252, 
3410,144810,920284,210.542,218.878, 
3411,144810,9,152.38,156.376, 
3412,144810,144284,155.604,160.831, 
3413,144810,144285,153.822,158.411, 
3414,144810,7572,112.498,116.138, 
3415,144810,586,154.564,158.587, 
3416,144810,137599,0.739,1.276, 
3417,144810,137634,114.985,121.0, 
3418,144810,138929,2.128,3.223, 
3419,144810,921090,0.046,0.154, 
3420,144810,142832,0.492,0.979, 
3421,144810,142873,1.388,2.673, 
3422,144810,139925,153.468,157.476, 
3423,144810,133537,112.509,115.885, 
3424,144810,141516,143.128,151.954, 
3425,144810,136885,137.013,143.792, 
3426,144810,10825,112.939,116.864, 
3427,144810,10564,3.574,5.269, 
3428,144810,320,208.033,216.381, 
3429,144810,143063,121.776,133.507, 
3430,144810,1619,153.533,157.641, 
3431,144810,7585,210.35,219.34, 
3432,144810,1973,153.209,157.223, 
3433,144810,742,136.953,143.825, 
3434,144810,740,137.015,143.913, 
3435,144810,7525,124.671,128.689, 
3436,144810,15202,125.46,129.723, 
3437,144810,15206,118.178,123.882, 
3438,144810,15209,141.928,149.204, 
3439,144810,15247,115.761,122.32, 
3440,144810,15249,116.141,122.815, 
3441,144810,15250,117.952,123.035, 
3442,144810,15251,117.139,124.817, 
3443,144810,15252,125.884,129.47, 
3444,144810,15253,116.771,123.97, 
3445,144810,15328,116.081,122.683, 
3446,144810,139007,115.585,122.408, 
3447,144810,1031,0.756,1.496, 
3448,144810,145260,0.011,0.033, 
3449,144810,922087,44.1,46.662, 
3450,144810,923817,120.947,124.707, 
3451,144810,1709,112.427,116.061, 
3452,144810,15189,142.913,151.371, 
3453,144810,921523,126.473,133.034, 
3454,144810,920497,142.267,149.952, 
3455,144810,920118,136.661,143.374, 
3456,144810,923033,124.676,130.779, 
3457,144810,142634,117.495,122.034, 
3458,144810,923731,136.613,143.33, 
3459,144810,360,137.293,144.078, 
3460,144810,990,114.247,118.371, 
3461,144810,140883,2.031,3.377, 
3462,144810,1487,121.76,125.697, 
3463,144810,136298,134.267,141.438, 
3464,144810,923132,107.986,124.322, 
3465,144810,131242,126.205,132.759, 
3466,144810,131246,122.33,126.148, 
3467,144810,139984,137.701,144.43, 
3468,144810,923634,204.232,209.682, 
3469,144810,1346,128.1,134.563, 
3470,144810,133290,116.225,123.002, 
3471,144810,142977,210.199,227.733, 
3472,144810,920241,18.122,19.712, 
3473,144810,138840,210.989,228.723, 
3474,144810,922508,210.027,227.722, 
3475,144810,142177,151.974,156.343, 
3476,144810,144550,0.257,0.627, 
3477,144810,138579,112.504,116.138, 
3478,144810,139927,152.629,156.629, 
3479,144810,920324,0.526,1.243, 
3480,144810,142811,18.688,20.372, 
3481,144810,142263,18.743,20.416, 
3482,144810,307,142.826,151.184, 
3483,144810,760,113.673,131.725, 
3484,144810,136524,117.858,121.704, 
3485,144810,136525,121.973,133.958, 
3486,144810,137380,1.036,1.639, 
3487,144810,921969,122.698,126.665, 
3488,144810,1007,0.431,0.869, 
3489,144810,920208,211.49,219.67, 
3490,144810,139814,108.355,124.696, 
3491,144810,1886,137.552,144.441, 
3492,144810,1078,126.479,130.79, 
3493,144810,141650,210.896,219.934, 
3494,144810,140975,111.616,115.236, 
3495,144810,142178,151.2,155.573, 
3496,144810,921561,132.931,136.62, 
3497,144810,143271,152.823,157.278, 
3498,144810,137667,202.236,207.416, 
3499,144810,137662,210.472,218.691, 
3500,144810,137663,153.065,157.223, 
3501,144810,136297,115.584,119.295, 
3502,144810,139709,107.398,123.728, 
3503,144810,1938,152.756,156.761, 
3504,144810,1805,124.594,128.469, 
3505,144810,992,210.957,220.11, 
3506,144810,921453,210.266,218.548, 
3507,144810,138343,210.301,218.625, 
3508,144810,139129,209.626,217.877, 
3509,144810,1173,113.336,117.348, 
3510,136088,138642,115.658,121.473, 
3511,136088,1080,20.966,22.143, 
3512,136088,138315,0.75,1.65, 
3513,136088,587,21.769,22.66, 
3514,136088,921607,21.44,22.275, 
3515,136088,135890,21.598,22.473, 
3516,136088,138089,0.985,1.694, 
3517,136088,140114,88.682,90.86, 
3518,136088,12632,98.882,114.862, 
3519,136088,920597,28.23,31.614, 
3520,136088,142817,0.039,0.132, 
3521,136088,920532,119.158,126.489, 
3522,136088,923922,115.776,121.825, 
3523,136088,352,40.469,41.47, 
3524,136088,924068,118.121,125.323, 
3525,136088,137731,3.038,6.402, 
3526,136088,920120,116.285,123.057, 
3527,136088,138643,115.86,121.979, 
3528,136088,920105,101.563,104.5, 
3529,136088,922636,8.505,11.605, 
3530,136088,142550,97.293,112.013, 
3531,136088,141004,31.349,32.197, 
3532,136088,923163,25.244,26.147, 
3533,136088,15020,1.046,2.002, 
3534,136088,15021,0.953,1.485, 
3535,136088,15026,22.295,23.947, 
3536,136088,144810,115.709,122.496, 
3537,136088,136088,0.0,0.0, 
3538,136088,136174,25.243,26.147, 
3539,136088,921615,89.254,91.685, 
3540,136088,920284,96.982,102.322, 
3541,136088,9,38.82,39.809, 
3542,136088,144284,42.045,44.275, 
3543,136088,144285,40.263,41.855, 
3544,136088,7572,40.958,42.438, 
3545,136088,586,41.004,42.031, 
3546,136088,137599,116.755,123.123, 
3547,136088,137634,1.002,2.409, 
3548,136088,138929,118.143,125.07, 
3549,136088,921090,115.755,122.65, 
3550,136088,142832,115.216,121.517, 
3551,136088,142873,114.321,119.834, 
3552,136088,139925,39.908,40.92, 
3553,136088,133537,40.177,41.162, 
3554,136088,141516,27.92,30.855, 
3555,136088,136885,21.805,22.693, 
3556,136088,10825,2.886,6.039, 
3557,136088,10564,119.589,127.116, 
3558,136088,320,94.473,99.814, 
3559,136088,143063,52.198,61.93, 
3560,136088,1619,39.974,41.074, 
3561,136088,7585,96.79,102.784, 
3562,136088,1973,39.649,40.667, 
3563,136088,742,21.744,22.726, 
3564,136088,740,21.806,22.814, 
3565,136088,7525,23.088,24.09, 
3566,136088,15202,22.641,24.464, 
3567,136088,15206,1.706,3.718, 
3568,136088,15209,26.719,28.105, 
3569,136088,15247,0.552,1.221, 
3570,136088,15249,0.933,1.716, 
3571,136088,15250,1.057,2.332, 
3572,136088,15251,1.931,3.718, 
3573,136088,15252,12.324,12.903, 
3574,136088,15253,1.563,2.871, 
3575,136088,15328,0.872,1.584, 
3576,136088,139007,0.023,0.077, 
3577,136088,1031,116.437,122.969, 
3578,136088,145260,115.72,122.54, 
3579,136088,922087,101.718,104.742, 
3580,136088,923817,51.369,53.13, 
3581,136088,1709,41.029,42.515, 
3582,136088,15189,27.704,30.272, 
3583,136088,921523,11.264,11.935, 
3584,136088,920497,27.059,28.853, 
3585,136088,920118,21.452,22.275, 
3586,136088,923033,23.525,25.773, 
3587,136088,142634,1.378,2.112, 
3588,136088,923731,21.405,22.231, 
3589,136088,360,22.084,22.979, 
3590,136088,990,1.768,4.048, 
3591,136088,140883,113.677,119.119, 
3592,136088,1487,25.309,26.301, 
3593,136088,136298,19.058,20.339, 
3594,136088,923132,52.833,54.615, 
3595,136088,131242,10.996,11.66, 
3596,136088,131246,24.531,25.388, 
3597,136088,139984,22.493,23.331, 
3598,136088,923634,90.672,93.115, 
3599,136088,1346,12.891,13.464, 
3600,136088,133290,1.016,1.903, 
3601,136088,142977,96.639,111.177, 
3602,136088,920241,97.586,102.784, 
3603,136088,138840,97.429,112.156, 
3604,136088,922508,96.467,111.155, 
3605,136088,142177,38.414,39.787, 
3606,136088,144550,116.492,122.782, 
3607,136088,138579,40.952,42.438, 
3608,136088,139927,39.069,40.062, 
3609,136088,920324,115.631,122.463, 
3610,136088,142811,97.156,102.432, 
3611,136088,142263,97.077,102.333, 
3612,136088,307,27.617,30.085, 
3613,136088,760,51.609,60.808, 
3614,136088,136524,48.281,50.116, 
3615,136088,136525,52.396,62.37, 
3616,136088,137380,116.657,123.2, 
3617,136088,921969,25.676,26.697, 
3618,136088,1007,116.447,122.716, 
3619,136088,920208,97.93,103.103, 
3620,136088,139814,52.464,54.241, 
3621,136088,1886,22.344,23.342, 
3622,136088,1078,20.974,22.209, 
3623,136088,141650,97.336,103.367, 
3624,136088,140975,41.885,43.461, 
3625,136088,142178,37.64,39.006, 
3626,136088,921561,19.371,20.064, 
3627,136088,143271,39.263,40.722, 
3628,136088,137667,88.676,90.849, 
3629,136088,137662,96.912,102.124, 
3630,136088,137663,39.505,40.667, 
3631,136088,136297,31.265,32.219, 
3632,136088,139709,54.144,56.034, 
3633,136088,1938,39.196,40.194, 
3634,136088,1805,23.012,23.87, 
3635,136088,992,97.397,103.554, 
3636,136088,921453,96.706,101.981, 
3637,136088,138343,96.741,102.058, 
3638,136088,139129,96.066,101.321, 
3639,136088,1173,41.735,43.593, 
3640,136174,138642,140.535,146.377, 
3641,136174,1080,29.474,32.813, 
3642,136174,138315,24.562,25.41, 
3643,136174,587,3.524,3.652, 
3644,136174,921607,3.949,4.037, 
3645,136174,135890,3.758,3.883, 
3646,136174,138089,25.861,26.598, 
3647,136174,140114,110.101,113.168, 
3648,136174,12632,102.162,119.009, 
3649,136174,920597,3.099,5.61, 
3650,136174,142817,25.467,26.422, 
3651,136174,920532,144.035,151.382, 
3652,136174,923922,140.652,146.718, 
3653,136174,352,35.536,36.564, 
3654,136174,924068,142.998,150.216, 
3655,136174,137731,27.915,31.295, 
3656,136174,920120,141.161,147.95, 
3657,136174,138643,140.737,146.872, 
3658,136174,920105,102.551,105.413, 
3659,136174,922636,33.381,36.498, 
3660,136174,142550,100.574,116.171, 
3661,136174,141004,30.771,38.973, 
3662,136174,923163,0.016,0.055, 
3663,136174,15020,25.116,26.213, 
3664,136174,15021,24.538,25.201, 
3665,136174,15026,28.633,31.746, 
3666,136174,144810,140.585,147.4, 
3667,136174,136088,25.506,26.543, 
3668,136174,136174,0.0,0.0, 
3669,136174,921615,110.673,113.993, 
3670,136174,920284,100.262,106.469, 
3671,136174,9,60.239,62.117, 
3672,136174,144284,63.464,66.583, 
3673,136174,144285,61.682,64.163, 
3674,136174,7572,35.109,35.662, 
3675,136174,586,62.423,64.339, 
3676,136174,137599,141.631,148.027, 
3677,136174,137634,25.879,27.313, 
3678,136174,138929,143.02,149.963, 
3679,136174,921090,140.631,147.543, 
3680,136174,142832,140.093,146.41, 
3681,136174,142873,139.197,144.727, 
3682,136174,139925,61.327,63.228, 
3683,136174,133537,35.828,36.872, 
3684,136174,141516,2.788,4.851, 
3685,136174,136885,4.314,4.455, 
3686,136174,10825,27.763,30.932, 
3687,136174,10564,144.466,152.009, 
3688,136174,320,97.754,103.972, 
3689,136174,143063,39.027,43.758, 
3690,136174,1619,61.393,63.393, 
3691,136174,7585,100.07,106.931, 
3692,136174,1973,61.068,62.975, 
3693,136174,742,3.629,3.85, 
3694,136174,740,3.627,3.872, 
3695,136174,7525,28.19,31.229, 
3696,136174,15202,28.979,32.274, 
3697,136174,15206,23.318,24.497, 
3698,136174,15209,1.588,2.112, 
3699,136174,15247,24.754,25.674, 
3700,136174,15249,25.003,25.938, 
3701,136174,15250,24.034,24.926, 
3702,136174,15251,25.177,27.104, 
3703,136174,15252,22.127,23.419, 
3704,136174,15253,25.633,27.082, 
3705,136174,15328,24.942,25.806, 
3706,136174,139007,25.529,26.62, 
3707,136174,1031,141.314,147.862, 
3708,136174,145260,140.596,147.433, 
3709,136174,922087,102.707,105.655, 
3710,136174,923817,45.816,46.717, 
3711,136174,1709,35.18,35.739, 
3712,136174,15189,2.573,4.279, 
3713,136174,921523,13.979,14.212, 
3714,136174,920497,1.927,2.86, 
3715,136174,920118,3.791,3.861, 
3716,136174,923033,29.863,33.572, 
3717,136174,142634,24.473,25.894, 
3718,136174,923731,3.914,3.993, 
3719,136174,360,4.594,4.741, 
3720,136174,990,26.645,28.941, 
3721,136174,140883,138.554,144.023, 
3722,136174,1487,30.122,33.154, 
3723,136174,136298,9.376,10.021, 
3724,136174,923132,47.28,48.202, 
3725,136174,131242,14.246,14.476, 
3726,136174,131246,29.345,32.241, 
3727,136174,139984,2.75,2.805, 
3728,136174,923634,112.091,115.423, 
3729,136174,1346,25.783,32.01, 
3730,136174,133290,25.086,26.125, 
3731,136174,142977,99.92,115.324, 
3732,136174,920241,122.463,127.677, 
3733,136174,138840,100.709,116.314, 
3734,136174,922508,99.747,115.313, 
3735,136174,142177,41.694,43.934, 
3736,136174,144550,141.369,147.675, 
3737,136174,138579,35.103,35.651, 
3738,136174,139927,60.488,62.37, 
3739,136174,920324,140.507,147.356, 
3740,136174,142811,122.032,127.325, 
3741,136174,142263,121.953,127.226, 
3742,136174,307,2.486,4.081, 
3743,136174,760,40.621,45.848, 
3744,136174,136524,42.728,43.703, 
3745,136174,136525,39.012,43.923, 
3746,136174,137380,141.534,148.104, 
3747,136174,921969,26.525,31.878, 
3748,136174,1007,141.323,147.62, 
3749,136174,920208,101.21,107.261, 
3750,136174,139814,46.911,47.828, 
3751,136174,1886,4.853,5.104, 
3752,136174,1078,29.997,33.33, 
3753,136174,141650,100.617,107.525, 
3754,136174,140975,36.332,37.059, 
3755,136174,142178,40.92,43.164, 
3756,136174,921561,15.081,16.269, 
3757,136174,143271,60.683,63.03, 
3758,136174,137667,110.095,113.157, 
3759,136174,137662,100.193,106.282, 
3760,136174,137663,60.924,62.975, 
3761,136174,136297,30.687,38.995, 
3762,136174,139709,48.591,49.621, 
3763,136174,1938,60.615,62.502, 
3764,136174,1805,28.113,31.02, 
3765,136174,992,100.677,107.701, 
3766,136174,921453,99.987,106.139, 
3767,136174,138343,100.022,106.216, 
3768,136174,139129,99.346,105.468, 
3769,136174,1173,34.706,35.585, 
3770,921615,138642,202.866,207.328, 
3771,921615,1080,108.34,112.2, 
3772,921615,138315,88.833,91.3, 
3773,921615,587,107.239,110.55, 
3774,921615,921607,106.722,109.956, 
3775,921615,135890,107.068,110.363, 
3776,921615,138089,88.521,90.629, 
3777,921615,140114,0.571,0.825, 
3778,921615,12632,73.892,72.688, 
3779,921615,920597,113.7,119.504, 
3780,921615,142817,89.131,91.476, 
3781,921615,920532,206.366,212.344, 
3782,921615,923922,202.984,207.68, 
3783,921615,352,127.843,131.527, 
3784,921615,924068,205.329,211.178, 
3785,921615,137731,90.246,92.257, 
3786,921615,920120,203.493,208.912, 
3787,921615,138643,203.068,207.834, 
3788,921615,920105,188.937,194.557, 
3789,921615,922636,95.713,97.46, 
3790,921615,142550,74.477,73.172, 
3791,921615,141004,118.722,122.254, 
3792,921615,923163,110.714,114.037, 
3793,921615,15020,89.863,92.367, 
3794,921615,15021,89.769,91.85, 
3795,921615,15026,109.669,114.004, 
3796,921615,144810,202.917,208.351, 
3797,921615,136088,89.17,91.597, 
3798,921615,136174,110.713,114.037, 
3799,921615,921615,0.0,0.0, 
3800,921615,920284,43.892,41.569, 
3801,921615,9,50.432,51.876, 
3802,921615,144284,52.075,54.802, 
3803,921615,144285,50.955,52.976, 
3804,921615,7572,128.332,132.495, 
3805,921615,586,48.25,49.654, 
3806,921615,137599,203.963,208.978, 
3807,921615,137634,88.266,91.652, 
3808,921615,138929,205.352,210.925, 
3809,921615,921090,202.963,208.505, 
3810,921615,142832,202.425,207.372, 
3811,921615,142873,201.529,205.689, 
3812,921615,139925,49.345,50.776, 
3813,921615,133537,127.551,131.219, 
3814,921615,141516,113.39,118.745, 
3815,921615,136885,106.382,109.604, 
3816,921615,10825,90.094,91.883, 
3817,921615,10564,206.798,212.971, 
3818,921615,320,41.383,39.061, 
3819,921615,143063,139.572,151.987, 
3820,921615,1619,50.004,51.612, 
3821,921615,7585,43.7,42.031, 
3822,921615,1973,49.679,51.205, 
3823,921615,742,107.214,110.616, 
3824,921615,740,107.276,110.704, 
3825,921615,7525,110.462,114.147, 
3826,921615,15202,110.015,114.521, 
3827,921615,15206,88.802,92.114, 
3828,921615,15209,112.189,115.995, 
3829,921615,15247,89.368,91.586, 
3830,921615,15249,89.749,92.081, 
3831,921615,15250,88.577,91.256, 
3832,921615,15251,90.747,94.083, 
3833,921615,15252,88.572,90.596, 
3834,921615,15253,90.379,93.236, 
3835,921615,15328,89.688,91.949, 
3836,921615,139007,89.193,91.674, 
3837,921615,1031,203.645,208.813, 
3838,921615,145260,202.928,208.395, 
3839,921615,922087,189.092,194.799, 
3840,921615,923817,138.743,143.187, 
3841,921615,1709,128.403,132.572, 
3842,921615,15189,113.174,118.162, 
3843,921615,921523,98.638,101.992, 
3844,921615,920497,112.529,116.743, 
3845,921615,920118,106.922,110.165, 
3846,921615,923033,110.899,115.83, 
3847,921615,142634,88.119,90.255, 
3848,921615,923731,106.757,110.0, 
3849,921615,360,106.078,109.252, 
3850,921615,990,89.118,91.19, 
3851,921615,140883,200.885,204.974, 
3852,921615,1487,112.682,116.358, 
3853,921615,136298,106.432,110.385, 
3854,921615,923132,140.207,144.672, 
3855,921615,131242,98.37,101.717, 
3856,921615,131246,111.905,115.445, 
3857,921615,139984,107.963,111.221, 
3858,921615,923634,1.527,1.573, 
3859,921615,1346,100.265,103.521, 
3860,921615,133290,89.833,92.268, 
3861,921615,142977,73.619,71.94, 
3862,921615,920241,184.794,188.639, 
3863,921615,138840,74.613,73.315, 
3864,921615,922508,74.361,73.106, 
3865,921615,142177,77.93,83.897, 
3866,921615,144550,203.701,208.637, 
3867,921615,138579,128.325,132.484, 
3868,921615,139927,50.184,51.623, 
3869,921615,920324,202.839,208.307, 
3870,921615,142811,184.364,188.287, 
3871,921615,142263,184.285,188.188, 
3872,921615,307,113.087,117.975, 
3873,921615,760,138.982,150.865, 
3874,921615,136524,135.655,140.173, 
3875,921615,136525,139.769,152.427, 
3876,921615,137380,203.866,209.055, 
3877,921615,921969,113.05,116.754, 
3878,921615,1007,203.655,208.571, 
3879,921615,920208,44.84,42.35, 
3880,921615,139814,139.838,144.298, 
3881,921615,1886,105.882,109.109, 
3882,921615,1078,108.347,112.266, 
3883,921615,141650,44.246,42.614, 
3884,921615,140975,129.259,133.518, 
3885,921615,142178,78.214,84.117, 
3886,921615,921561,95.619,97.757, 
3887,921615,143271,50.248,51.909, 
3888,921615,137667,0.578,0.836, 
3889,921615,137662,43.823,41.371, 
3890,921615,137663,50.197,51.788, 
3891,921615,136297,118.639,122.276, 
3892,921615,139709,141.517,146.091, 
3893,921615,1938,50.058,51.491, 
3894,921615,1805,110.385,113.927, 
3895,921615,992,44.307,42.801, 
3896,921615,921453,43.617,41.228, 
3897,921615,138343,43.651,41.305, 
3898,921615,139129,42.976,40.568, 
3899,921615,1173,129.108,133.65, 
3900,920284,138642,210.598,217.965, 
3901,920284,1080,116.072,122.837, 
3902,920284,138315,96.564,101.937, 
3903,920284,587,102.425,108.449, 
3904,920284,921607,101.909,107.855, 
3905,920284,135890,102.255,108.262, 
3906,920284,138089,96.253,101.266, 
3907,920284,140114,44.354,42.251, 
3908,920284,12632,30.218,31.603, 
3909,920284,920597,101.17,109.318, 
3910,920284,142817,96.862,102.102, 
3911,920284,920532,214.098,222.97, 
3912,920284,923922,210.716,218.306, 
3913,920284,352,126.735,132.605, 
3914,920284,924068,213.061,221.815, 
3915,920284,137731,97.978,102.894, 
3916,920284,920120,211.224,219.538, 
3917,920284,138643,210.8,218.471, 
3918,920284,920105,193.75,201.454, 
3919,920284,922636,103.444,108.086, 
3920,920284,142550,30.803,32.087, 
3921,920284,141004,126.454,132.891, 
3922,920284,923163,100.654,106.568, 
3923,920284,15020,97.594,103.004, 
3924,920284,15021,97.501,102.487, 
3925,920284,15026,117.401,124.641, 
3926,920284,144810,210.649,218.988, 
3927,920284,136088,96.902,102.234, 
3928,920284,136174,100.653,106.568, 
3929,920284,921615,43.892,41.569, 
3930,920284,920284,0.0,0.0, 
3931,920284,9,71.626,77.176, 
3932,920284,144284,68.563,74.844, 
3933,920284,144285,72.148,78.287, 
3934,920284,7572,126.308,131.703, 
3935,920284,586,72.228,77.869, 
3936,920284,137599,211.694,219.615, 
3937,920284,137634,95.998,102.289, 
3938,920284,138929,213.083,221.562, 
3939,920284,921090,210.694,219.142, 
3940,920284,142832,210.156,218.009, 
3941,920284,142873,209.261,216.315, 
3942,920284,139925,71.132,76.758, 
3943,920284,133537,127.027,132.913, 
3944,920284,141516,100.859,108.559, 
3945,920284,136885,101.569,107.503, 
3946,920284,10825,97.826,102.52, 
3947,920284,10564,214.529,223.608, 
3948,920284,320,2.508,2.497, 
3949,920284,143063,130.226,139.799, 
3950,920284,1619,70.578,76.142, 
3951,920284,7585,0.908,2.002, 
3952,920284,1973,70.798,76.329, 
3953,920284,742,102.401,108.515, 
3954,920284,740,102.463,108.603, 
3955,920284,7525,118.194,124.773, 
3956,920284,15202,117.746,125.158, 
3957,920284,15206,96.534,102.751, 
3958,920284,15209,99.659,105.82, 
3959,920284,15247,97.1,102.223, 
3960,920284,15249,97.481,102.718, 
3961,920284,15250,96.308,101.893, 
3962,920284,15251,98.479,104.72, 
3963,920284,15252,84.656,89.408, 
3964,920284,15253,98.111,103.873, 
3965,920284,15328,97.42,102.586, 
3966,920284,139007,96.924,102.311, 
3967,920284,1031,211.377,219.45, 
3968,920284,145260,210.66,219.032, 
3969,920284,922087,193.906,201.696, 
3970,920284,923817,137.015,142.747, 
3971,920284,1709,126.379,131.769, 
3972,920284,15189,100.644,107.987, 
3973,920284,921523,100.948,112.178, 
3974,920284,920497,99.998,106.557, 
3975,920284,920118,102.109,108.064, 
3976,920284,923033,118.631,126.467, 
3977,920284,142634,95.851,100.892, 
3978,920284,923731,101.944,107.899, 
3979,920284,360,101.265,107.151, 
3980,920284,990,96.849,101.827, 
3981,920284,140883,208.617,215.611, 
3982,920284,1487,120.414,126.995, 
3983,920284,136298,107.461,113.993, 
3984,920284,923132,138.479,144.232, 
3985,920284,131242,100.68,111.903, 
3986,920284,131246,119.636,126.082, 
3987,920284,139984,103.149,109.12, 
3988,920284,923634,42.368,40.161, 
3989,920284,1346,107.996,114.158, 
3990,920284,133290,97.564,102.905, 
3991,920284,142977,29.945,30.855, 
3992,920284,920241,192.526,199.276, 
3993,920284,138840,30.939,32.23, 
3994,920284,922508,30.686,32.01, 
3995,920284,142177,59.587,64.339, 
3996,920284,144550,211.432,219.263, 
3997,920284,138579,126.302,131.692, 
3998,920284,139927,71.378,76.934, 
3999,920284,920324,210.57,218.944, 
4000,920284,142811,192.095,198.913, 
4001,920284,142263,192.016,198.825, 
4002,920284,307,100.557,107.789, 
4003,920284,760,131.82,141.889, 
4004,920284,136524,133.927,139.744, 
4005,920284,136525,130.211,139.953, 
4006,920284,137380,211.597,219.692, 
4007,920284,921969,120.782,127.391, 
4008,920284,1007,211.386,219.208, 
4009,920284,920208,1.166,1.265, 
4010,920284,139814,138.11,143.858, 
4011,920284,1886,101.069,107.008, 
4012,920284,1078,116.079,122.903, 
4013,920284,141650,0.705,1.551, 
4014,920284,140975,127.531,133.089, 
4015,920284,142178,59.87,64.559, 
4016,920284,921561,90.806,95.656, 
4017,920284,143271,71.441,77.209, 
4018,920284,137667,44.36,42.262, 
4019,920284,137662,0.118,0.264, 
4020,920284,137663,71.391,77.099, 
4021,920284,136297,126.37,132.913, 
4022,920284,139709,139.79,145.651, 
4023,920284,1938,71.251,76.802, 
4024,920284,1805,118.117,124.564, 
4025,920284,992,0.766,1.727, 
4026,920284,921453,0.251,0.55, 
4027,920284,138343,0.285,0.627, 
4028,920284,139129,0.916,1.001, 
4029,920284,1173,125.905,131.626, 
4030,9,138642,152.433,155.452, 
4031,9,1080,57.906,60.324, 
4032,9,138315,38.399,39.424, 
4033,9,587,56.805,58.674, 
4034,9,921607,56.289,58.08, 
4035,9,135890,56.635,58.487, 
4036,9,138089,38.088,38.753, 
4037,9,140114,49.861,51.04, 
4038,9,12632,101.626,108.306, 
4039,9,920597,63.267,67.628, 
4040,9,142817,38.697,39.6, 
4041,9,920532,155.933,160.457, 
4042,9,923922,152.55,155.804, 
4043,9,352,77.409,79.651, 
4044,9,924068,154.896,159.302, 
4045,9,137731,39.813,40.381, 
4046,9,920120,153.059,157.036, 
4047,9,138643,152.635,155.958, 
4048,9,920105,138.503,142.681, 
4049,9,922636,45.279,45.573, 
4050,9,142550,102.212,108.79, 
4051,9,141004,68.289,70.378, 
4052,9,923163,60.281,62.161, 
4053,9,15020,39.429,40.491, 
4054,9,15021,39.336,39.974, 
4055,9,15026,59.235,62.128, 
4056,9,144810,152.483,156.475, 
4057,9,136088,38.736,39.721, 
4058,9,136174,60.279,62.161, 
4059,9,921615,50.432,51.876, 
4060,9,920284,71.626,77.176, 
4061,9,9,0.0,0.0, 
4062,9,144284,3.223,4.455, 
4063,9,144285,1.441,2.035, 
4064,9,7572,77.898,80.619, 
4065,9,586,2.182,2.211, 
4066,9,137599,153.529,157.102, 
4067,9,137634,37.833,39.776, 
4068,9,138929,154.918,159.049, 
4069,9,921090,152.529,156.629, 
4070,9,142832,151.991,155.496, 
4071,9,142873,151.095,153.813, 
4072,9,139925,1.087,1.1, 
4073,9,133537,77.117,79.343, 
4074,9,141516,62.956,66.869, 
4075,9,136885,55.949,57.728, 
4076,9,10825,39.661,40.007, 
4077,9,10564,156.364,161.095, 
4078,9,320,69.118,74.679, 
4079,9,143063,89.138,100.111, 
4080,9,1619,1.152,1.265, 
4081,9,7585,71.434,77.638, 
4082,9,1973,0.828,0.847, 
4083,9,742,56.78,58.74, 
4084,9,740,56.843,58.828, 
4085,9,7525,60.029,62.271, 
4086,9,15202,59.581,62.645, 
4087,9,15206,38.368,40.238, 
4088,9,15209,61.756,64.119, 
4089,9,15247,38.935,39.71, 
4090,9,15249,39.315,40.205, 
4091,9,15250,38.143,39.38, 
4092,9,15251,40.313,42.207, 
4093,9,15252,38.139,38.72, 
4094,9,15253,39.945,41.36, 
4095,9,15328,39.255,40.073, 
4096,9,139007,38.759,39.798, 
4097,9,1031,153.212,156.937, 
4098,9,145260,152.494,156.519, 
4099,9,922087,138.658,142.923, 
4100,9,923817,88.309,91.311, 
4101,9,1709,77.969,80.696, 
4102,9,15189,62.741,66.286, 
4103,9,921523,48.204,50.116, 
4104,9,920497,62.095,64.867, 
4105,9,920118,56.488,58.289, 
4106,9,923033,60.465,63.954, 
4107,9,142634,37.685,38.379, 
4108,9,923731,56.324,58.124, 
4109,9,360,55.644,57.376, 
4110,9,990,38.684,39.314, 
4111,9,140883,150.452,153.098, 
4112,9,1487,62.249,64.482, 
4113,9,136298,55.998,58.509, 
4114,9,923132,89.773,92.796, 
4115,9,131242,47.936,49.841, 
4116,9,131246,61.471,63.569, 
4117,9,139984,57.529,59.345, 
4118,9,923634,51.85,53.306, 
4119,9,1346,49.831,51.645, 
4120,9,133290,39.399,40.392, 
4121,9,142977,101.353,107.558, 
4122,9,920241,134.361,136.763, 
4123,9,138840,102.347,108.933, 
4124,9,922508,102.095,108.713, 
4125,9,142177,52.622,58.168, 
4126,9,144550,153.267,156.75, 
4127,9,138579,77.892,80.608, 
4128,9,139927,0.248,0.253, 
4129,9,920324,152.405,156.431, 
4130,9,142811,133.93,136.411, 
4131,9,142263,133.851,136.312, 
4132,9,307,62.654,66.099, 
4133,9,760,88.549,98.989, 
4134,9,136524,85.221,88.297, 
4135,9,136525,89.336,100.551, 
4136,9,137380,153.432,157.179, 
4137,9,921969,62.616,64.878, 
4138,9,1007,153.221,156.695, 
4139,9,920208,72.574,77.968, 
4140,9,139814,89.404,92.422, 
4141,9,1886,55.448,57.233, 
4142,9,1078,57.914,60.39, 
4143,9,141650,71.981,78.232, 
4144,9,140975,78.825,81.642, 
4145,9,142178,52.905,58.388, 
4146,9,921561,45.186,45.881, 
4147,9,143271,0.442,0.902, 
4148,9,137667,49.854,51.04, 
